seq_id,gen_time,avg_latency,self_ppl,posthoc_ppl,memory_mb,steps,mask_ratio
0,0.20368194580078125,0.009643542766571044,4.633642907830882,2520492800.0,456.6083984375,20,0.15
1,0.2034282684326172,0.009632444381713868,4.598909605393712,3799183616.0,456.6083984375,20,0.15
2,0.20346450805664062,0.009634292125701905,4.821293231077796,1199204608.0,456.6083984375,20,0.15
3,0.20395302772521973,0.009660136699676514,4.5609299800200205,1668335360.0,456.6083984375,20,0.15
4,0.20408034324645996,0.009658598899841308,4.89784140794881,3216039680.0,456.6083984375,20,0.15
5,0.210646390914917,0.00994410514831543,5.2608849756527665,2684862976.0,456.6083984375,20,0.15
6,0.20361042022705078,0.00964137315750122,4.737633360130302,4250511872.0,456.6083984375,20,0.15
7,0.20418715476989746,0.009670138359069824,5.074793004556426,2717102080.0,456.6083984375,20,0.15
8,0.20430302619934082,0.009671545028686524,5.082022501276063,2860039424.0,456.6083984375,20,0.15
9,0.20418643951416016,0.009667801856994628,4.586006243477532,2648637952.0,456.6083984375,20,0.15
10,0.20388364791870117,0.00965346097946167,4.676912029719272,3495795456.0,456.6083984375,20,0.15
11,0.20379877090454102,0.009648990631103516,4.415539754488719,2201929728.0,456.6083984375,20,0.15
12,0.20386147499084473,0.009653258323669433,4.535608429694482,1695545344.0,456.6083984375,20,0.15
13,0.20436334609985352,0.009674596786499023,4.968858511765188,1888842496.0,456.6083984375,20,0.15
14,0.20391273498535156,0.009655606746673585,4.797389085504184,2459627520.0,456.6083984375,20,0.15
15,0.2037968635559082,0.009651637077331543,4.794195542411641,1477499392.0,456.6083984375,20,0.15
16,0.2035684585571289,0.009638142585754395,4.506119195857019,3452532224.0,456.6083984375,20,0.15
17,0.20357465744018555,0.009640693664550781,4.738627531028635,2441669120.0,456.6083984375,20,0.15
18,0.2033402919769287,0.009624624252319336,4.704044905390355,1647540608.0,456.6083984375,20,0.15
19,0.2036452293395996,0.009643828868865967,4.778948038790494,1827554176.0,456.6083984375,20,0.15
20,0.2035839557647705,0.0096405029296875,4.532282606916203,1518231424.0,456.6083984375,20,0.15
21,0.2039351463317871,0.009659111499786377,4.446407353747321,1575759616.0,456.6083984375,20,0.15
22,0.20374202728271484,0.009649944305419923,4.53001365259128,2421411328.0,456.6083984375,20,0.15
23,0.2038588523864746,0.009651541709899902,4.380722064670187,828021504.0,456.6083984375,20,0.15
24,0.20353913307189941,0.009639811515808106,4.644114384326582,3459281920.0,456.6083984375,20,0.15
25,0.2036879062652588,0.009645318984985352,4.455361918241676,1678670720.0,456.6083984375,20,0.15
26,0.20343446731567383,0.009631454944610596,4.589177806355664,2298868992.0,456.6083984375,20,0.15
27,0.20431756973266602,0.009666502475738525,4.562108126217008,2340171520.0,456.6083984375,20,0.15
28,0.20443129539489746,0.009682142734527588,5.054411000873051,2904031488.0,456.6083984375,20,0.15
29,0.204148530960083,0.009669482707977295,4.5251003011696325,1898841088.0,456.6083984375,20,0.15
30,0.2043309211730957,0.009673500061035156,4.477346290513149,1044316288.0,456.6083984375,20,0.15
31,0.20422124862670898,0.009669852256774903,4.609576991499099,2959744256.0,456.6083984375,20,0.15
32,0.20439815521240234,0.009674775600433349,4.612273221307536,3225241856.0,456.6083984375,20,0.15
33,0.20386934280395508,0.009653687477111816,4.483439317599461,1607694080.0,456.6083984375,20,0.15
34,0.20361542701721191,0.009643566608428956,4.664154600281733,2870324480.0,456.6083984375,20,0.15
35,0.2037367820739746,0.009648358821868897,4.649112048820143,3117330432.0,456.6083984375,20,0.15
36,0.203779935836792,0.00964810848236084,4.578538601936927,2928354816.0,456.6083984375,20,0.15
37,0.2040574550628662,0.00966426134109497,4.769926391089106,2235658240.0,456.6083984375,20,0.15
38,0.20358777046203613,0.009639453887939454,5.135637462256743,1342530816.0,456.6083984375,20,0.15
39,0.20392584800720215,0.009656882286071778,4.592968454693506,2087060608.0,456.6083984375,20,0.15
40,0.2038278579711914,0.009646964073181153,4.559735401449696,1589770240.0,456.6083984375,20,0.15
41,0.20383000373840332,0.00965522527694702,4.750690990819828,2797967360.0,456.6083984375,20,0.15
42,0.2038898468017578,0.009656810760498047,4.656258865603407,3675411712.0,456.6083984375,20,0.15
43,0.2038726806640625,0.009655952453613281,4.648993321225298,1685716736.0,456.6083984375,20,0.15
44,0.20353055000305176,0.009636914730072022,4.933124640464728,1338419456.0,456.6083984375,20,0.15
45,0.20380187034606934,0.009651255607604981,4.784471402168487,2069097600.0,456.6083984375,20,0.15
46,0.20368385314941406,0.00964435338973999,4.550665771498323,2650057984.0,456.6083984375,20,0.15
47,0.2038276195526123,0.009651112556457519,4.315294661020556,1608114176.0,456.6083984375,20,0.15
48,0.20403838157653809,0.009661591053009034,4.697131268249394,2488658688.0,456.6083984375,20,0.15
49,0.20404505729675293,0.0096610426902771,4.7990553424525455,1632117888.0,456.6083984375,20,0.15
