seq_id,gen_time,avg_latency,self_ppl,posthoc_ppl,memory_mb,steps,mask_ratio
0,0.40721797943115234,0.009641849994659423,4.542335862679482,2520492800.0,456.6083984375,40,0.15
1,0.40703654289245605,0.009637844562530518,4.622263935128744,3799183616.0,456.6083984375,40,0.15
2,0.4073147773742676,0.009643632173538207,4.78773687074963,1199204608.0,456.6083984375,40,0.15
3,0.40863800048828125,0.009673619270324707,4.657906863904678,1668335360.0,456.6083984375,40,0.15
4,0.4071018695831299,0.009639531373977661,4.720229627758609,3216039680.0,456.6083984375,40,0.15
5,0.40730810165405273,0.009643959999084472,4.979759326728968,2684862976.0,456.6083984375,40,0.15
6,0.4069969654083252,0.00963653326034546,4.582414155105874,4250511872.0,456.6083984375,40,0.15
7,0.40742945671081543,0.009647512435913086,4.903529270662576,2717102080.0,456.6083984375,40,0.15
8,0.4079105854034424,0.009659349918365479,4.861318478989585,2860039424.0,456.6083984375,40,0.15
9,0.4087498188018799,0.009677237272262574,4.6244231037765005,2648637952.0,456.6083984375,40,0.15
10,0.40807032585144043,0.009660941362380982,4.7212498472050966,3495795456.0,456.6083984375,40,0.15
11,0.4083077907562256,0.009666156768798829,4.50801787950837,2201929728.0,456.6083984375,40,0.15
12,0.4079720973968506,0.009659665822982787,4.687240505546354,1695545344.0,456.6083984375,40,0.15
13,0.40787529945373535,0.00965818166732788,4.729893207211017,1888842496.0,456.6083984375,40,0.15
14,0.4082636833190918,0.009666645526885986,4.77809099068557,2459627520.0,456.6083984375,40,0.15
15,0.40831661224365234,0.009664702415466308,4.705760778735797,1477499392.0,456.6083984375,40,0.15
16,0.40755248069763184,0.009648990631103516,4.665969322003636,3452532224.0,456.6083984375,40,0.15
17,0.4078710079193115,0.009657227993011474,4.70134361160706,2441669120.0,456.6083984375,40,0.15
18,0.40719056129455566,0.009640097618103027,4.783117543408523,1647540608.0,456.6083984375,40,0.15
19,0.40784573554992676,0.009655529260635376,4.830350327390105,1827554176.0,456.6083984375,40,0.15
20,0.40720272064208984,0.009639120101928711,4.591975311728837,1518231424.0,456.6083984375,40,0.15
21,0.40819573402404785,0.009662479162216187,4.613249703882381,1575759616.0,456.6083984375,40,0.15
22,0.41794610023498535,0.009875744581222534,4.587602501592998,2421411328.0,456.6083984375,40,0.15
23,0.40874719619750977,0.009678542613983154,4.54071379125429,828021504.0,456.6083984375,40,0.15
24,0.40894031524658203,0.009685248136520386,4.639256193240849,3459281920.0,456.6083984375,40,0.15
25,0.40937066078186035,0.009693992137908936,4.492518600941551,1678670720.0,456.6083984375,40,0.15
26,0.4085195064544678,0.00967385172843933,4.661659141571063,2298868992.0,456.6083984375,40,0.15
27,0.40926337242126465,0.00968748927116394,4.503910623172451,2340171520.0,456.6083984375,40,0.15
28,0.4083442687988281,0.009667551517486573,4.728450707929541,2904031488.0,456.6083984375,40,0.15
29,0.4087834358215332,0.009678059816360473,4.685817032370883,1898841088.0,456.6083984375,40,0.15
30,0.40847039222717285,0.009671080112457275,4.579916078923577,1044316288.0,456.6083984375,40,0.15
31,0.408963680267334,0.009683382511138917,4.833644013908053,2959744256.0,456.6083984375,40,0.15
32,0.4083712100982666,0.009669083356857299,4.550408963439322,3225241856.0,456.6083984375,40,0.15
33,0.40915393829345703,0.009685283899307251,4.500046432166134,1607694080.0,456.6083984375,40,0.15
34,0.4089326858520508,0.009682035446166993,4.616449672349172,2870324480.0,456.6083984375,40,0.15
35,0.4093599319458008,0.009691727161407471,4.690456506091609,3117330432.0,456.6083984375,40,0.15
36,0.4070916175842285,0.00963912606239319,4.68097772958474,2928354816.0,456.6083984375,40,0.15
37,0.40952634811401367,0.009695911407470703,4.801225122788189,2235658240.0,456.6083984375,40,0.15
38,0.4095463752746582,0.009698235988616943,4.952322427835427,1342530816.0,456.6083984375,40,0.15
39,0.40920305252075195,0.009690123796463012,4.615049004878187,2087060608.0,456.6083984375,40,0.15
40,0.40873074531555176,0.00967625379562378,4.490900610765893,1589770240.0,456.6083984375,40,0.15
41,0.4082200527191162,0.009663677215576172,4.6366533753918,2797967360.0,456.6083984375,40,0.15
42,0.40697288513183594,0.009634578227996826,4.636543667957415,3675411712.0,456.6083984375,40,0.15
43,0.4087371826171875,0.009679317474365234,4.640991015659013,1685716736.0,456.6083984375,40,0.15
44,0.40746545791625977,0.009647876024246216,4.978858118093056,1338419456.0,456.6083984375,40,0.15
45,0.4073655605316162,0.00964338779449463,4.763569872815785,2069097600.0,456.6083984375,40,0.15
46,0.4077160358428955,0.009653633832931519,4.545284242893256,2650057984.0,456.6083984375,40,0.15
47,0.40839338302612305,0.00966564416885376,4.352973511639167,1608114176.0,456.6083984375,40,0.15
