seq_id,generation_time_sec,avg_token_latency_ms,throughput_tokens_per_sec,sequence_length,self_perplexity,posthoc_perplexity,memory_usage_mb,seed,temperature,top_k,top_p,batch_size,target_aa_length
seq_01650,3.1452,6.167,162.15,510,2.8297,9.4378,745.82,42,1,0,1,1,510
seq_01651,0.0184,4.6,217.38,4,26.3654,28.5601,598.69,42,1,0,1,1,510
seq_01652,3.1495,6.175,161.61,509,4.5787,17.5311,745.82,42,1,0,1,1,510
seq_01653,3.1456,6.168,162.13,510,4.8175,13.2873,745.82,42,1,0,1,1,510
seq_01654,3.1441,6.165,162.21,510,3.1265,11.674,745.82,42,1,0,1,1,510
seq_01655,3.1527,6.182,161.77,510,2.8678,8.0606,745.82,42,1,0,1,1,510
seq_01656,3.1737,6.223,160.69,510,3.1119,13.1565,745.82,42,1,0,1,1,510
seq_01657,3.1502,6.177,161.89,510,2.7107,10.6631,745.82,42,1,0,1,1,510
seq_01658,3.1482,6.173,161.99,510,3.2401,12.5951,745.82,42,1,0,1,1,510
seq_01659,3.1486,6.174,161.98,510,4.3296,12.143,745.82,42,1,0,1,1,510
seq_01660,3.1528,6.182,161.76,510,2.9787,10.6728,745.82,42,1,0,1,1,510
seq_01661,3.1464,6.169,162.09,510,3.2125,10.5775,745.82,42,1,0,1,1,510
seq_01662,3.1479,6.172,162.01,510,3.1412,11.3214,745.82,42,1,0,1,1,510
seq_01663,3.1467,6.17,162.08,510,2.6367,11.6296,745.82,42,1,0,1,1,510
seq_01664,3.1596,6.195,161.09,509,9.1711,24.5218,745.82,42,1,0,1,1,510
seq_01665,3.1464,6.169,162.09,510,3.0044,11.2582,745.82,42,1,0,1,1,510
seq_01666,3.1467,6.17,160.81,506,3.9027,12.3131,745.82,42,1,0,1,1,510
seq_01667,3.1502,6.177,161.89,510,2.7231,8.9058,745.82,42,1,0,1,1,510
seq_01668,3.152,6.18,161.8,510,2.4823,9.1887,745.82,42,1,0,1,1,510
seq_01669,3.1735,6.223,160.7,510,2.8272,9.3636,745.82,42,1,0,1,1,510
seq_01670,3.1511,6.179,161.85,510,3.3088,11.6121,745.82,42,1,0,1,1,510
seq_01671,3.1515,6.179,161.83,510,2.9129,10.1175,745.82,42,1,0,1,1,510
seq_01672,3.1665,6.209,161.06,510,4.011,17.0103,745.82,42,1,0,1,1,510
seq_01673,3.1421,6.161,162.31,510,2.9062,12.6006,745.82,42,1,0,1,1,510
seq_01674,3.1511,6.179,161.85,510,3.0767,10.7802,745.82,42,1,0,1,1,510
seq_01675,3.1477,6.172,162.02,510,2.9049,12.3079,745.82,42,1,0,1,1,510
seq_01676,3.1568,6.19,161.56,510,2.7516,9.0873,745.82,42,1,0,1,1,510
seq_01677,3.1458,6.168,162.12,510,2.9242,10.326,745.82,42,1,0,1,1,510
seq_01678,3.1439,6.165,162.22,510,5.4675,15.9525,745.82,42,1,0,1,1,510
seq_01679,3.1571,6.19,161.54,510,3.2218,12.0527,745.82,42,1,0,1,1,510
seq_01680,3.1513,6.179,161.84,510,2.8747,9.1091,745.82,42,1,0,1,1,510
seq_01681,3.1431,6.163,162.26,510,2.6543,8.5591,745.82,42,1,0,1,1,510
seq_01682,3.1446,6.166,162.19,510,2.6458,10.2614,745.82,42,1,0,1,1,510
seq_01683,3.1474,6.171,162.04,510,2.8851,11.9287,745.82,42,1,0,1,1,510
seq_01684,3.154,6.184,161.7,510,3.5048,12.0651,745.82,42,1,0,1,1,510
seq_01685,3.163,6.202,161.24,510,3.428,11.3055,745.82,42,1,0,1,1,510
seq_01686,3.1519,6.18,161.81,510,2.875,11.6194,745.82,42,1,0,1,1,510
seq_01687,3.1501,6.177,161.9,510,2.6824,9.5619,745.82,42,1,0,1,1,510
seq_01688,3.1595,6.195,161.42,510,3.5532,9.6117,745.82,42,1,0,1,1,510
seq_01689,3.169,6.214,160.94,510,2.7576,10.7412,745.82,42,1,0,1,1,510
seq_01690,3.1462,6.169,162.1,510,2.3512,10.7342,745.82,42,1,0,1,1,510
seq_01691,3.1544,6.185,161.68,510,4.0923,12.9911,745.82,42,1,0,1,1,510
seq_01692,3.1521,6.181,161.8,510,5.7047,14.5321,745.82,42,1,0,1,1,510
seq_01693,3.1476,6.172,162.03,510,3.0603,9.9505,745.82,42,1,0,1,1,510
seq_01694,3.1455,6.168,160.86,506,30.4427,72.1712,745.82,42,1,0,1,1,510
seq_01695,3.1537,6.184,161.72,510,2.7714,12.0727,745.82,42,1,0,1,1,510
seq_01696,3.1562,6.189,161.59,510,2.8122,11.3195,745.82,42,1,0,1,1,510
seq_01697,3.141,6.159,162.37,510,2.9146,9.9606,745.82,42,1,0,1,1,510
seq_01698,3.1654,6.207,161.12,510,2.3825,7.4586,745.82,42,1,0,1,1,510
seq_01699,3.1568,6.19,160.92,508,7.7446,24.1025,745.82,42,1,0,1,1,510
seq_01700,3.1523,6.181,161.79,510,2.8439,9.4441,745.82,42,1,0,1,1,510
seq_01701,3.1403,6.158,162.4,510,2.4576,8.9284,745.82,42,1,0,1,1,510
seq_01702,3.1462,6.169,162.1,510,5.5983,20.2429,745.82,42,1,0,1,1,510
seq_01703,3.1467,6.17,162.08,510,3.1065,13.1511,745.82,42,1,0,1,1,510
seq_01704,3.1544,6.185,161.68,510,2.9357,9.2327,745.82,42,1,0,1,1,510
seq_01705,3.1443,6.165,162.2,510,3.3642,12.8416,745.82,42,1,0,1,1,510
seq_01706,3.1523,6.181,161.79,510,2.8244,11.4254,745.82,42,1,0,1,1,510
seq_01707,3.1514,6.179,161.83,510,2.5744,7.1627,745.82,42,1,0,1,1,510
seq_01708,3.1679,6.212,160.99,510,2.5852,9.9446,745.82,42,1,0,1,1,510
seq_01709,3.1389,6.155,162.48,510,2.9653,10.8786,745.82,42,1,0,1,1,510
seq_01710,3.15,6.176,161.91,510,3.0171,11.5811,745.82,42,1,0,1,1,510
seq_01711,3.1437,6.164,162.23,510,3.0992,12.6034,745.82,42,1,0,1,1,510
seq_01712,3.155,6.186,161.65,510,2.7404,12.2296,745.82,42,1,0,1,1,510
seq_01713,3.1454,6.167,162.14,510,2.8072,10.1727,745.82,42,1,0,1,1,510
seq_01714,3.1823,6.24,160.26,510,2.8048,8.4826,745.82,42,1,0,1,1,510
seq_01715,3.1518,6.18,161.81,510,2.8601,10.2005,745.82,42,1,0,1,1,510
seq_01716,3.1567,6.19,161.56,510,3.0889,13.6384,745.82,42,1,0,1,1,510
seq_01717,3.1482,6.173,162.0,510,2.8469,12.9172,745.82,42,1,0,1,1,510
seq_01718,3.1467,6.17,158.9,500,31.6991,82.8361,745.82,42,1,0,1,1,510
seq_01719,3.1435,6.164,162.24,510,2.5163,9.422,745.82,42,1,0,1,1,510
seq_01720,3.1609,6.198,161.35,510,2.7889,9.0983,745.82,42,1,0,1,1,510
seq_01721,3.1389,6.155,162.48,510,3.2194,14.873,745.82,42,1,0,1,1,510
seq_01722,3.1464,6.169,162.09,510,3.3119,13.8411,745.82,42,1,0,1,1,510
seq_01723,3.1492,6.175,161.95,510,2.7646,7.9246,745.82,42,1,0,1,1,510
seq_01724,3.1504,6.177,161.88,510,2.6647,8.523,745.82,42,1,0,1,1,510
seq_01725,3.1431,6.163,162.26,510,2.9365,10.8942,745.82,42,1,0,1,1,510
seq_01726,3.1474,6.171,162.04,510,3.2522,14.2204,745.82,42,1,0,1,1,510
seq_01727,3.168,6.212,160.67,509,5.045,17.1036,745.82,42,1,0,1,1,510
seq_01728,3.1517,6.18,161.82,510,3.0117,9.0389,745.82,42,1,0,1,1,510
seq_01729,3.1452,6.167,162.15,510,2.7471,10.4209,745.82,42,1,0,1,1,510
seq_01730,3.145,6.167,162.16,510,3.2258,10.0824,745.82,42,1,0,1,1,510
seq_01731,3.1486,6.174,161.97,510,3.4036,12.3339,745.82,42,1,0,1,1,510
seq_01732,3.1511,6.179,161.85,510,2.703,10.3827,745.82,42,1,0,1,1,510
seq_01733,3.1693,6.214,160.92,510,2.6342,11.0015,745.82,42,1,0,1,1,510
seq_01734,3.1416,6.16,162.34,510,4.5214,16.8764,745.82,42,1,0,1,1,510
seq_01735,3.1495,6.176,161.93,510,2.8923,11.3035,745.82,42,1,0,1,1,510
seq_01736,3.1483,6.173,161.99,510,3.7336,13.9866,745.82,42,1,0,1,1,510
seq_01737,3.1462,6.169,162.1,510,3.1554,11.5214,745.82,42,1,0,1,1,510
seq_01738,3.1453,6.167,162.15,510,2.8645,12.9361,745.82,42,1,0,1,1,510
seq_01739,3.1576,6.191,161.52,510,3.0464,11.7031,745.82,42,1,0,1,1,510
seq_01740,3.1503,6.177,161.89,510,2.8194,12.8774,745.82,42,1,0,1,1,510
seq_01741,3.1502,6.177,161.89,510,2.9948,11.2234,745.82,42,1,0,1,1,510
seq_01742,3.1424,6.162,162.29,510,3.9043,15.6707,745.82,42,1,0,1,1,510
seq_01743,3.1966,6.268,159.54,510,2.4961,8.5775,745.82,42,1,0,1,1,510
seq_01744,3.148,6.173,162.01,510,2.7253,8.5274,745.82,42,1,0,1,1,510
seq_01745,3.1474,6.171,161.72,509,8.7404,23.0623,745.82,42,1,0,1,1,510
seq_01746,3.1572,6.19,161.54,510,2.9928,13.4676,745.82,42,1,0,1,1,510
seq_01747,3.1447,6.166,162.18,510,2.7763,11.1414,745.82,42,1,0,1,1,510
seq_01748,3.1508,6.178,161.54,509,3.5664,15.4237,745.82,42,1,0,1,1,510
seq_01749,3.146,6.169,162.11,510,2.8662,10.8481,745.82,42,1,0,1,1,510
seq_01750,3.1443,6.165,162.2,510,2.7767,7.9023,745.82,42,1,0,1,1,510
seq_01751,3.1502,6.177,161.89,510,2.7374,9.9579,745.82,42,1,0,1,1,510
seq_01752,3.1584,6.193,161.48,510,3.0545,14.6421,745.82,42,1,0,1,1,510
seq_01753,3.1447,6.166,162.18,510,2.8312,9.4232,745.82,42,1,0,1,1,510
seq_01754,3.1479,6.172,162.01,510,2.6876,12.165,745.82,42,1,0,1,1,510
seq_01755,3.1513,6.179,161.52,509,4.5601,13.9589,745.82,42,1,0,1,1,510
seq_01756,3.1817,6.239,160.29,510,2.3007,8.1687,745.82,42,1,0,1,1,510
seq_01757,3.1467,6.17,162.07,510,2.8091,11.5244,745.82,42,1,0,1,1,510
seq_01758,3.1538,6.184,161.71,510,2.7421,12.1888,745.82,42,1,0,1,1,510
seq_01759,3.1583,6.193,161.48,510,2.3428,8.2088,745.82,42,1,0,1,1,510
seq_01760,3.1613,6.199,161.33,510,2.545,10.8744,745.82,42,1,0,1,1,510
seq_01761,3.1497,6.176,161.92,510,2.8249,13.0445,745.82,42,1,0,1,1,510
seq_01762,3.1679,6.212,160.04,507,5.5008,21.9266,745.82,42,1,0,1,1,510
seq_01763,3.1487,6.174,161.97,510,2.7795,6.4642,745.82,42,1,0,1,1,510
seq_01764,3.1493,6.175,161.94,510,3.1594,9.8663,745.82,42,1,0,1,1,510
seq_01765,3.1551,6.187,161.64,510,2.7283,11.738,745.82,42,1,0,1,1,510
seq_01766,3.1454,6.167,162.14,510,3.3899,13.3761,745.82,42,1,0,1,1,510
seq_01767,3.145,6.167,162.16,510,3.1417,9.8106,745.82,42,1,0,1,1,510
seq_01768,3.1529,6.182,161.75,510,2.6088,6.6954,745.82,42,1,0,1,1,510
seq_01769,3.146,6.169,162.11,510,2.9752,10.7402,745.82,42,1,0,1,1,510
seq_01770,3.1497,6.176,161.92,510,3.5017,15.883,745.82,42,1,0,1,1,510
seq_01771,3.1479,6.172,162.01,510,5.0316,15.1465,745.82,42,1,0,1,1,510
seq_01772,3.1514,6.179,161.84,510,2.551,8.5706,745.82,42,1,0,1,1,510
seq_01773,3.1522,6.181,161.79,510,2.9272,11.6177,745.82,42,1,0,1,1,510
seq_01774,3.1423,6.161,162.3,510,2.4205,10.7885,745.82,42,1,0,1,1,510
seq_01775,3.1687,6.213,160.95,510,3.2577,14.2146,745.82,42,1,0,1,1,510
seq_01776,3.1527,6.182,161.76,510,3.8489,10.7457,745.82,42,1,0,1,1,510
seq_01777,3.1482,6.173,162.0,510,2.7897,10.9659,745.82,42,1,0,1,1,510
seq_01778,3.1505,6.177,161.88,510,3.23,10.7997,745.82,42,1,0,1,1,510
seq_01779,3.1543,6.185,161.68,510,2.7716,10.8275,745.82,42,1,0,1,1,510
seq_01780,3.1536,6.184,161.72,510,2.6813,9.9034,745.82,42,1,0,1,1,510
seq_01781,3.1683,6.212,160.97,510,2.6722,8.6316,745.82,42,1,0,1,1,510
seq_01782,3.1468,6.17,162.07,510,2.7047,9.953,745.82,42,1,0,1,1,510
seq_01783,3.1476,6.172,162.03,510,3.25,13.6772,745.82,42,1,0,1,1,510
seq_01784,3.1458,6.168,162.12,510,4.1623,14.5232,745.82,42,1,0,1,1,510
seq_01785,0.0185,4.637,215.66,4,18.1554,23.7744,598.69,42,1,0,1,1,510
seq_01786,3.1956,6.266,159.59,510,2.7316,10.4041,745.82,42,1,0,1,1,510
seq_01787,3.1511,6.179,161.85,510,2.93,12.4087,745.82,42,1,0,1,1,510
seq_01788,3.1479,6.172,162.01,510,2.8879,13.643,745.82,42,1,0,1,1,510
seq_01789,3.1449,6.167,162.17,510,2.6618,9.7348,745.82,42,1,0,1,1,510
seq_01790,3.1445,6.166,161.55,508,9.5417,27.2466,745.82,42,1,0,1,1,510
seq_01791,3.1491,6.175,160.36,505,6.9548,17.8669,745.82,42,1,0,1,1,510
seq_01792,3.1761,6.228,160.57,510,5.9816,23.8747,745.82,42,1,0,1,1,510
seq_01793,3.1407,6.158,162.38,510,2.7403,11.7869,745.82,42,1,0,1,1,510
seq_01794,3.1459,6.168,162.11,510,2.8599,13.1102,745.82,42,1,0,1,1,510
seq_01795,3.1398,6.156,162.43,510,4.718,16.0843,745.82,42,1,0,1,1,510
seq_01796,3.1518,6.18,161.81,510,2.8569,12.6557,745.82,42,1,0,1,1,510
seq_01797,3.1429,6.163,158.13,497,37.5473,73.6142,745.82,42,1,0,1,1,510
seq_01798,3.1627,6.201,161.25,510,2.9093,11.8235,745.82,42,1,0,1,1,510
seq_01799,3.1458,6.168,162.12,510,2.8703,11.849,745.82,42,1,0,1,1,510
seq_01800,3.1542,6.185,161.69,510,2.5382,9.875,745.82,42,1,0,1,1,510
seq_01801,3.1388,6.155,162.48,510,2.9751,10.2783,745.82,42,1,0,1,1,510
seq_01802,3.1538,6.184,161.71,510,2.6625,13.8827,745.82,42,1,0,1,1,510
seq_01803,3.1553,6.187,161.0,508,5.4872,14.4634,745.82,42,1,0,1,1,510
seq_01804,3.1562,6.189,161.58,510,3.2519,11.2073,745.82,42,1,0,1,1,510
seq_01805,3.1697,6.215,160.9,510,2.4749,7.0463,745.82,42,1,0,1,1,510
seq_01806,3.1459,6.168,161.16,507,6.3447,19.347,745.82,42,1,0,1,1,510
seq_01807,3.1473,6.171,162.05,510,2.8506,12.4335,745.82,42,1,0,1,1,510
seq_01808,3.1487,6.174,161.97,510,2.8246,10.448,745.82,42,1,0,1,1,510
seq_01809,3.1428,6.162,162.28,510,5.8992,22.6232,745.82,42,1,0,1,1,510
seq_01810,3.1505,6.177,161.88,510,2.8437,12.6787,745.82,42,1,0,1,1,510
seq_01811,3.1768,6.229,160.54,510,2.9292,13.9031,745.82,42,1,0,1,1,510
seq_01812,3.1577,6.191,161.51,510,2.6591,10.8994,745.82,42,1,0,1,1,510
seq_01813,3.1499,6.176,161.91,510,3.2519,14.7274,745.82,42,1,0,1,1,510
seq_01814,3.1536,6.183,161.72,510,2.5306,7.9781,745.82,42,1,0,1,1,510
seq_01815,3.1515,6.179,161.83,510,2.9247,10.6765,745.82,42,1,0,1,1,510
seq_01816,3.1546,6.186,161.67,510,3.3871,13.1867,745.82,42,1,0,1,1,510
seq_01817,3.1666,6.209,161.05,510,2.9649,13.3151,745.82,42,1,0,1,1,510
seq_01818,3.1518,6.18,161.81,510,2.7123,10.8456,745.82,42,1,0,1,1,510
seq_01819,3.1512,6.179,161.84,510,2.99,10.5593,745.82,42,1,0,1,1,510
seq_01820,3.1544,6.185,161.68,510,2.814,10.1706,745.82,42,1,0,1,1,510
seq_01821,3.1454,6.167,162.14,510,4.4681,12.7581,745.82,42,1,0,1,1,510
seq_01822,3.1487,6.174,161.97,510,2.6836,6.6114,745.82,42,1,0,1,1,510
seq_01823,3.1462,6.169,162.1,510,2.4837,9.7653,745.82,42,1,0,1,1,510
seq_01824,3.1774,6.23,160.51,510,2.8618,11.6666,745.82,42,1,0,1,1,510
seq_01825,3.147,6.171,161.74,509,5.9653,21.3988,745.82,42,1,0,1,1,510
seq_01826,3.1525,6.181,161.78,510,3.3366,10.9482,745.82,42,1,0,1,1,510
seq_01827,3.1466,6.17,162.08,510,3.5614,12.1293,745.82,42,1,0,1,1,510
seq_01828,3.1461,6.169,162.1,510,2.6774,8.8355,745.82,42,1,0,1,1,510
seq_01829,3.1511,6.179,161.85,510,2.9302,9.972,745.82,42,1,0,1,1,510
seq_01830,3.1666,6.209,161.06,510,5.6624,17.7024,745.82,42,1,0,1,1,510
seq_01831,3.151,6.179,161.85,510,3.2642,15.4242,745.82,42,1,0,1,1,510
seq_01832,3.1597,6.195,161.41,510,3.2609,13.3053,745.82,42,1,0,1,1,510
seq_01833,0.0227,4.534,220.55,5,15.7081,22.1309,598.96,42,1,0,1,1,510
seq_01834,3.1436,6.164,162.24,510,2.7811,10.5424,745.82,42,1,0,1,1,510
seq_01835,3.1466,6.17,162.08,510,2.9115,13.9045,745.82,42,1,0,1,1,510
seq_01836,3.1527,6.182,160.5,506,6.449,20.1138,745.82,42,1,0,1,1,510
seq_01837,3.1509,6.178,161.86,510,5.7281,19.7972,745.82,42,1,0,1,1,510
seq_01838,3.1478,6.172,162.02,510,2.5873,7.4155,745.82,42,1,0,1,1,510
seq_01839,3.1474,6.171,162.04,510,2.4528,8.4972,745.82,42,1,0,1,1,510
seq_01840,3.1525,6.181,161.78,510,4.5731,14.9241,745.82,42,1,0,1,1,510
seq_01841,3.1938,6.262,159.68,510,2.8763,10.9525,745.82,42,1,0,1,1,510
seq_01842,3.1497,6.176,161.92,510,3.0036,12.8638,745.82,42,1,0,1,1,510
seq_01843,3.1483,6.173,161.99,510,2.6603,7.4466,745.82,42,1,0,1,1,510
seq_01844,3.1802,6.236,160.37,510,2.5584,12.7957,745.82,42,1,0,1,1,510
seq_01845,3.1402,6.157,162.41,510,2.7989,11.5341,745.82,42,1,0,1,1,510
seq_01846,3.146,6.169,162.11,510,3.1754,12.1798,745.82,42,1,0,1,1,510
seq_01847,3.1581,6.192,161.49,510,2.9759,15.4302,745.82,42,1,0,1,1,510
seq_01848,3.1515,6.18,161.51,509,4.6392,17.079,745.82,42,1,0,1,1,510
seq_01849,3.1461,6.169,162.11,510,2.7316,10.8807,745.82,42,1,0,1,1,510
seq_01850,3.1452,6.167,162.15,510,3.4484,18.2803,745.82,42,1,0,1,1,510
seq_01851,3.1503,6.177,161.89,510,2.9104,17.3895,745.82,42,1,0,1,1,510
seq_01852,3.1577,6.192,161.51,510,2.2777,9.6735,745.82,42,1,0,1,1,510
seq_01853,3.1501,6.177,161.9,510,2.9412,10.0258,745.82,42,1,0,1,1,510
seq_01854,3.1671,6.21,161.03,510,3.4017,16.9321,745.82,42,1,0,1,1,510
seq_01855,3.1471,6.171,162.05,510,2.6827,8.5087,745.82,42,1,0,1,1,510
seq_01856,3.15,6.177,161.9,510,2.985,9.3034,745.82,42,1,0,1,1,510
seq_01857,3.1463,6.169,162.09,510,2.9747,11.3152,745.82,42,1,0,1,1,510
seq_01858,3.1444,6.165,162.2,510,4.2234,16.5952,745.82,42,1,0,1,1,510
seq_01859,3.1466,6.17,162.08,510,2.6783,9.1405,745.82,42,1,0,1,1,510
seq_01860,3.1771,6.23,160.52,510,2.5221,16.2627,745.82,42,1,0,1,1,510
seq_01861,0.0183,4.565,219.08,4,16.3577,19.8326,598.69,42,1,0,1,1,510
seq_01862,3.145,6.167,162.16,510,2.732,9.4375,745.82,42,1,0,1,1,510
seq_01863,3.1462,6.169,162.1,510,2.2701,5.9944,745.82,42,1,0,1,1,510
seq_01864,3.1459,6.168,162.12,510,3.173,11.0071,745.82,42,1,0,1,1,510
seq_01865,3.1493,6.175,161.94,510,3.1004,11.8967,745.82,42,1,0,1,1,510
seq_01866,3.1492,6.175,161.94,510,2.6418,8.3339,745.82,42,1,0,1,1,510
seq_01867,3.1671,6.21,160.72,509,4.0068,15.4538,745.82,42,1,0,1,1,510
seq_01868,3.157,6.19,161.55,510,2.7765,10.2155,745.82,42,1,0,1,1,510
seq_01869,3.1518,6.18,161.81,510,2.8938,9.4338,745.82,42,1,0,1,1,510
seq_01870,3.1526,6.182,161.77,510,2.888,9.5057,745.82,42,1,0,1,1,510
seq_01871,3.1429,6.163,162.27,510,3.0662,12.478,745.82,42,1,0,1,1,510
seq_01872,3.153,6.182,161.75,510,3.435,12.9586,745.82,42,1,0,1,1,510
seq_01873,3.1411,6.159,162.36,510,3.1139,10.281,745.82,42,1,0,1,1,510
seq_01874,3.148,6.173,162.01,510,3.1522,12.3033,745.82,42,1,0,1,1,510
seq_01875,3.1525,6.181,161.78,510,2.8806,13.1924,745.82,42,1,0,1,1,510
seq_01876,3.1568,6.19,161.55,510,3.2972,12.8698,745.82,42,1,0,1,1,510
seq_01877,3.1477,6.172,162.02,510,3.158,10.2113,745.82,42,1,0,1,1,510
seq_01878,3.1544,6.185,161.68,510,2.7662,11.9167,745.82,42,1,0,1,1,510
seq_01879,3.1499,6.176,161.91,510,2.8794,9.4703,745.82,42,1,0,1,1,510
seq_01880,3.1576,6.191,161.51,510,2.9737,12.1777,745.82,42,1,0,1,1,510
seq_01881,3.1461,6.169,162.1,510,2.6692,11.6747,745.82,42,1,0,1,1,510
seq_01882,3.1502,6.177,161.9,510,5.0278,15.3195,745.82,42,1,0,1,1,510
seq_01883,3.1543,6.185,161.68,510,3.3373,11.9481,745.82,42,1,0,1,1,510
seq_01884,3.1441,6.165,162.21,510,3.3229,12.4782,745.82,42,1,0,1,1,510
seq_01885,3.1415,6.16,162.35,510,2.6023,10.0916,745.82,42,1,0,1,1,510
seq_01886,3.1523,6.181,161.79,510,3.0555,14.0519,745.82,42,1,0,1,1,510
seq_01887,3.1463,6.169,162.09,510,3.2185,9.6236,745.82,42,1,0,1,1,510
seq_01888,3.1493,6.175,161.94,510,2.8667,9.4418,745.82,42,1,0,1,1,510
seq_01889,3.1414,6.16,162.35,510,2.5515,9.2807,745.82,42,1,0,1,1,510
seq_01890,3.1884,6.252,159.95,510,2.7089,10.7705,745.82,42,1,0,1,1,510
seq_01891,3.1457,6.168,162.13,510,2.6794,8.1919,745.82,42,1,0,1,1,510
seq_01892,3.1498,6.176,161.91,510,4.038,14.2178,745.82,42,1,0,1,1,510
seq_01893,3.1527,6.182,161.77,510,2.8622,8.568,745.82,42,1,0,1,1,510
seq_01894,3.1495,6.176,161.93,510,2.7087,9.7171,745.82,42,1,0,1,1,510
seq_01895,3.1529,6.182,161.76,510,2.8869,12.7497,745.82,42,1,0,1,1,510
seq_01896,3.1678,6.211,161.0,510,2.6469,10.4867,745.82,42,1,0,1,1,510
seq_01897,3.1477,6.172,162.02,510,2.07,6.6575,745.82,42,1,0,1,1,510
seq_01898,3.1574,6.191,161.53,510,3.0092,12.9114,745.82,42,1,0,1,1,510
seq_01899,3.156,6.188,161.6,510,2.6957,12.472,745.82,42,1,0,1,1,510
seq_01900,3.1513,6.179,161.84,510,2.7749,8.3099,745.82,42,1,0,1,1,510
seq_01901,3.1468,6.17,162.07,510,3.3235,15.6501,745.82,42,1,0,1,1,510
seq_01902,3.1411,6.159,162.36,510,2.0577,5.0392,745.82,42,1,0,1,1,510
seq_01903,3.1691,6.214,160.93,510,2.6934,9.9313,745.82,42,1,0,1,1,510
seq_01904,3.1538,6.184,161.39,509,3.6755,11.9853,745.82,42,1,0,1,1,510
seq_01905,3.1438,6.164,162.22,510,3.3169,10.7878,745.82,42,1,0,1,1,510
seq_01906,3.1448,6.166,162.17,510,3.2105,13.8916,745.82,42,1,0,1,1,510
seq_01907,3.1484,6.173,161.99,510,2.809,10.6073,745.82,42,1,0,1,1,510
seq_01908,3.1439,6.164,162.22,510,4.4616,17.7807,745.82,42,1,0,1,1,510
seq_01909,3.1559,6.188,161.6,510,2.7406,10.3643,745.82,42,1,0,1,1,510
seq_01910,3.1462,6.169,162.1,510,2.7823,10.3166,745.82,42,1,0,1,1,510
seq_01911,3.1488,6.174,161.97,510,3.0053,9.2136,745.82,42,1,0,1,1,510
seq_01912,3.1499,6.176,161.91,510,2.8408,11.3218,745.82,42,1,0,1,1,510
seq_01913,3.1469,6.17,162.06,510,2.9819,12.1022,745.82,42,1,0,1,1,510
seq_01914,3.1489,6.174,161.96,510,2.9281,10.0498,745.82,42,1,0,1,1,510
seq_01915,3.1595,6.195,161.42,510,2.3687,9.9953,745.82,42,1,0,1,1,510
seq_01916,3.1531,6.183,161.75,510,2.555,8.4303,745.82,42,1,0,1,1,510
seq_01917,3.147,6.171,162.06,510,3.3987,14.217,745.82,42,1,0,1,1,510
seq_01918,3.144,6.165,161.89,509,6.6946,16.6654,745.82,42,1,0,1,1,510
seq_01919,3.1504,6.177,161.88,510,2.8543,12.0573,745.82,42,1,0,1,1,510
seq_01920,3.1577,6.191,161.51,510,2.6854,9.7541,745.82,42,1,0,1,1,510
seq_01921,3.1463,6.169,162.1,510,2.9084,11.0758,745.82,42,1,0,1,1,510
seq_01922,3.1564,6.189,161.58,510,3.0416,14.9894,745.82,42,1,0,1,1,510
seq_01923,3.1463,6.169,162.09,510,2.3156,8.8339,745.82,42,1,0,1,1,510
seq_01924,3.1557,6.188,161.61,510,3.0989,11.1977,745.82,42,1,0,1,1,510
seq_01925,3.1453,6.167,162.15,510,2.897,9.8469,745.82,42,1,0,1,1,510
seq_01926,3.1464,6.169,162.09,510,3.1353,12.8841,745.82,42,1,0,1,1,510
seq_01927,3.1469,6.17,162.06,510,3.0564,13.817,745.82,42,1,0,1,1,510
seq_01928,3.1511,6.179,161.85,510,2.8597,11.6102,745.82,42,1,0,1,1,510
seq_01929,3.1419,6.161,162.32,510,2.8848,10.6567,745.82,42,1,0,1,1,510
seq_01930,3.1463,6.169,161.78,509,2.7779,8.9713,745.82,42,1,0,1,1,510
seq_01931,3.1467,6.17,162.07,510,3.0794,11.9017,745.82,42,1,0,1,1,510
seq_01932,3.1778,6.231,160.49,510,3.1891,13.4557,745.82,42,1,0,1,1,510
seq_01933,3.1514,6.179,161.83,510,3.382,13.2125,745.82,42,1,0,1,1,510
seq_01934,3.1476,6.172,156.63,493,89.2567,179.2905,745.82,42,1,0,1,1,510
seq_01935,3.1503,6.177,161.89,510,2.8173,12.099,745.82,42,1,0,1,1,510
seq_01936,3.1598,6.196,161.4,510,2.6495,7.7027,745.82,42,1,0,1,1,510
seq_01937,0.0319,4.557,219.45,7,11.8511,37.2271,599.49,42,1,0,1,1,510
seq_01938,3.1522,6.181,161.79,510,2.2721,7.1774,745.82,42,1,0,1,1,510
seq_01939,3.1672,6.21,161.02,510,2.5014,8.0574,745.82,42,1,0,1,1,510
seq_01940,3.1524,6.181,160.2,505,7.6728,26.2636,745.82,42,1,0,1,1,510
seq_01941,3.1485,6.174,160.08,504,12.2429,32.6996,745.82,42,1,0,1,1,510
seq_01942,3.148,6.173,160.42,505,11.2394,32.5908,745.82,42,1,0,1,1,510
seq_01943,3.1457,6.168,162.12,510,2.6334,9.274,745.82,42,1,0,1,1,510
seq_01944,3.1518,6.18,161.81,510,3.8161,21.6693,745.82,42,1,0,1,1,510
seq_01945,3.153,6.182,161.75,510,2.6589,11.5434,745.82,42,1,0,1,1,510
seq_01946,3.1446,6.166,162.18,510,3.3922,13.3013,745.82,42,1,0,1,1,510
