seq_id,generation_time_sec,avg_token_latency_ms,throughput_tokens_per_sec,sequence_length,self_perplexity,posthoc_perplexity,memory_usage_mb,seed,temperature,top_k,top_p,batch_size,target_aa_length
seq_01353,3.1373,6.152,162.56,510,2.8004,11.2809,745.82,42,1,0,1,1,510
seq_01354,0.8981,4.702,203.77,183,8.2936,22.3282,648.39,42,1,0,1,1,510
seq_01355,3.1469,6.17,162.07,510,4.7523,17.7807,745.82,42,1,0,1,1,510
seq_01356,3.1701,6.216,160.88,510,3.2864,12.9472,745.82,42,1,0,1,1,510
seq_01357,3.1422,6.161,162.3,510,2.8229,12.6681,745.82,42,1,0,1,1,510
seq_01358,3.1454,6.168,162.14,510,3.0603,8.7683,745.82,42,1,0,1,1,510
seq_01359,3.1453,6.167,162.15,510,3.0517,10.7973,745.82,42,1,0,1,1,510
seq_01360,3.1983,6.271,159.46,510,2.8626,10.2393,745.82,42,1,0,1,1,510
seq_01361,3.1467,6.17,162.07,510,3.1539,12.3556,745.82,42,1,0,1,1,510
seq_01362,3.1605,6.197,161.37,510,2.9471,10.0375,745.82,42,1,0,1,1,510
seq_01363,3.1534,6.183,161.73,510,2.5947,9.366,745.82,42,1,0,1,1,510
seq_01364,3.1531,6.183,161.75,510,2.6976,9.0715,745.82,42,1,0,1,1,510
seq_01365,3.1478,6.172,162.02,510,3.1214,10.9566,745.82,42,1,0,1,1,510
seq_01366,3.1446,6.166,162.18,510,2.3816,10.153,745.82,42,1,0,1,1,510
seq_01367,3.1487,6.174,161.97,510,2.6467,10.2141,745.82,42,1,0,1,1,510
seq_01368,3.1493,6.175,161.94,510,2.6662,9.6759,745.82,42,1,0,1,1,510
seq_01369,3.1459,6.168,162.12,510,2.7439,10.7466,745.82,42,1,0,1,1,510
seq_01370,3.1482,6.173,162.0,510,2.8516,9.3847,745.82,42,1,0,1,1,510
seq_01371,3.148,6.172,161.69,509,3.7914,13.1565,745.82,42,1,0,1,1,510
seq_01372,3.1474,6.171,162.04,510,2.3925,9.8157,745.82,42,1,0,1,1,510
seq_01373,3.1391,6.155,162.47,510,3.1592,12.2629,745.82,42,1,0,1,1,510
seq_01374,3.1463,6.169,162.09,510,3.848,11.8645,745.82,42,1,0,1,1,510
seq_01375,3.1474,6.171,162.04,510,3.2998,12.6284,745.82,42,1,0,1,1,510
seq_01376,3.1578,6.192,161.19,509,2.9408,9.5105,745.82,42,1,0,1,1,510
seq_01377,3.1475,6.172,162.03,510,3.0821,13.0113,745.82,42,1,0,1,1,510
seq_01378,3.1493,6.175,161.94,510,3.2769,17.0321,745.82,42,1,0,1,1,510
seq_01379,3.1649,6.206,161.14,510,2.5582,8.4498,745.82,42,1,0,1,1,510
seq_01380,3.1528,6.182,161.76,510,2.9066,11.3675,745.82,42,1,0,1,1,510
seq_01381,3.1504,6.177,161.88,510,2.9371,9.0437,745.82,42,1,0,1,1,510
seq_01382,3.1484,6.173,161.99,510,2.7849,9.9176,745.82,42,1,0,1,1,510
seq_01383,3.1507,6.178,161.87,510,2.5578,9.4412,745.82,42,1,0,1,1,510
seq_01384,3.15,6.176,161.91,510,2.4989,11.744,745.82,42,1,0,1,1,510
seq_01385,3.1809,6.237,160.33,510,2.5725,10.2759,745.82,42,1,0,1,1,510
seq_01386,3.1522,6.181,161.48,509,6.08,20.4897,745.82,42,1,0,1,1,510
seq_01387,3.1544,6.185,161.68,510,2.7896,10.377,745.82,42,1,0,1,1,510
seq_01388,3.1484,6.173,161.99,510,3.1113,11.0044,745.82,42,1,0,1,1,510
seq_01389,3.1428,6.162,162.28,510,2.9548,12.0711,745.82,42,1,0,1,1,510
seq_01390,3.1446,6.166,161.86,509,5.9651,23.335,745.82,42,1,0,1,1,510
seq_01391,3.157,6.19,161.54,510,2.4377,8.8097,745.82,42,1,0,1,1,510
seq_01392,3.1502,6.177,161.9,510,2.8417,11.3667,745.82,42,1,0,1,1,510
seq_01393,3.1454,6.167,162.14,510,2.9359,12.0115,745.82,42,1,0,1,1,510
seq_01394,3.1481,6.173,162.0,510,2.6795,11.81,745.82,42,1,0,1,1,510
seq_01395,3.1528,6.182,161.76,510,3.059,13.4586,745.82,42,1,0,1,1,510
seq_01396,3.161,6.198,161.34,510,3.3311,13.6369,745.82,42,1,0,1,1,510
seq_01397,3.1459,6.168,162.12,510,3.2738,13.3002,745.82,42,1,0,1,1,510
seq_01398,3.1676,6.211,161.01,510,3.1918,8.6349,745.82,42,1,0,1,1,510
seq_01399,3.1497,6.176,161.92,510,4.9318,13.472,745.82,42,1,0,1,1,510
seq_01400,3.1549,6.186,161.65,510,3.0997,13.7914,745.82,42,1,0,1,1,510
seq_01401,3.1495,6.176,161.93,510,2.8715,9.3867,745.82,42,1,0,1,1,510
seq_01402,3.1475,6.172,162.03,510,2.3933,6.4591,745.82,42,1,0,1,1,510
seq_01403,3.1518,6.18,161.81,510,2.8804,10.2595,745.82,42,1,0,1,1,510
seq_01404,3.1863,6.248,160.06,510,2.5356,9.2254,745.82,42,1,0,1,1,510
seq_01405,3.1523,6.181,161.78,510,5.8418,19.7714,745.82,42,1,0,1,1,510
seq_01406,3.1487,6.174,161.97,510,2.8211,16.8109,745.82,42,1,0,1,1,510
seq_01407,3.1525,6.181,161.78,510,2.9332,13.3119,745.82,42,1,0,1,1,510
seq_01408,3.1939,6.263,159.37,509,8.7119,29.9034,745.82,42,1,0,1,1,510
seq_01409,3.1396,6.156,162.44,510,2.8735,8.2915,745.82,42,1,0,1,1,510
seq_01410,3.1487,6.174,161.97,510,3.0551,9.9976,745.82,42,1,0,1,1,510
seq_01411,3.1459,6.168,162.12,510,2.7665,10.9459,745.82,42,1,0,1,1,510
seq_01412,3.1536,6.183,161.72,510,4.3378,14.386,745.82,42,1,0,1,1,510
seq_01413,3.1381,6.153,162.2,509,3.6125,9.8282,745.82,42,1,0,1,1,510
seq_01414,3.191,6.257,157.95,504,10.5561,43.026,745.82,42,1,0,1,1,510
seq_01415,3.1475,6.172,162.03,510,3.2564,10.6022,745.82,42,1,0,1,1,510
seq_01416,3.1517,6.18,161.5,509,5.6488,16.8677,745.82,42,1,0,1,1,510
seq_01417,3.1615,6.199,161.32,510,2.8038,10.1471,745.82,42,1,0,1,1,510
seq_01418,3.1485,6.174,161.98,510,3.1581,11.5705,745.82,42,1,0,1,1,510
seq_01419,3.1506,6.178,161.87,510,2.8652,13.5317,745.82,42,1,0,1,1,510
seq_01420,3.1637,6.203,161.2,510,2.5198,8.8874,745.82,42,1,0,1,1,510
seq_01421,3.1445,6.166,162.19,510,2.8057,11.2557,745.82,42,1,0,1,1,510
seq_01422,3.1483,6.173,161.67,509,4.7849,13.2925,745.82,42,1,0,1,1,510
seq_01423,3.1535,6.183,161.73,510,2.8112,10.1014,745.82,42,1,0,1,1,510
seq_01424,3.1543,6.185,161.68,510,2.9947,11.0843,745.82,42,1,0,1,1,510
seq_01425,3.1457,6.168,162.12,510,3.1048,13.1493,745.82,42,1,0,1,1,510
seq_01426,3.1478,6.172,162.02,510,2.7031,12.5073,745.82,42,1,0,1,1,510
seq_01427,3.1656,6.207,161.11,510,3.348,10.8484,745.82,42,1,0,1,1,510
seq_01428,3.1525,6.181,161.77,510,3.05,12.4031,745.82,42,1,0,1,1,510
seq_01429,3.1476,6.172,161.71,509,4.1009,12.2572,745.82,42,1,0,1,1,510
seq_01430,3.1473,6.171,162.05,510,3.934,14.805,745.82,42,1,0,1,1,510
seq_01431,3.147,6.171,161.11,507,9.8143,25.9086,745.82,42,1,0,1,1,510
seq_01432,3.1529,6.182,161.75,510,2.6812,10.223,745.82,42,1,0,1,1,510
seq_01433,3.152,6.18,161.8,510,6.0245,17.1488,745.82,42,1,0,1,1,510
seq_01434,3.1396,6.156,162.44,510,2.453,7.2432,745.82,42,1,0,1,1,510
seq_01435,3.149,6.175,161.96,510,5.0294,12.9205,745.82,42,1,0,1,1,510
seq_01436,3.1497,6.176,161.92,510,2.8724,8.7539,745.82,42,1,0,1,1,510
seq_01437,3.1928,6.26,159.73,510,2.9831,13.2266,745.82,42,1,0,1,1,510
seq_01438,3.1461,6.169,162.11,510,2.6961,9.5114,745.82,42,1,0,1,1,510
seq_01439,3.1505,6.177,161.88,510,2.2008,8.0796,745.82,42,1,0,1,1,510
seq_01440,3.1513,6.179,161.84,510,2.7035,7.5336,745.82,42,1,0,1,1,510
seq_01441,3.1511,6.179,161.85,510,2.6721,9.3579,745.82,42,1,0,1,1,510
seq_01442,3.151,6.178,161.86,510,2.7289,7.6363,745.82,42,1,0,1,1,510
seq_01443,2.8775,6.032,164.38,473,8.3093,21.9651,736.73,42,1,0,1,1,510
seq_01444,3.1572,6.191,161.54,510,2.652,10.9481,745.82,42,1,0,1,1,510
seq_01445,3.1422,6.161,162.3,510,5.8104,17.0878,745.82,42,1,0,1,1,510
seq_01446,3.1445,6.166,162.19,510,3.0175,8.9541,745.82,42,1,0,1,1,510
seq_01447,3.1428,6.162,162.27,510,3.1313,13.5361,745.82,42,1,0,1,1,510
seq_01448,3.1541,6.184,161.7,510,2.4463,8.0581,745.82,42,1,0,1,1,510
seq_01449,3.1473,6.171,162.04,510,2.6866,11.2304,745.82,42,1,0,1,1,510
seq_01450,3.1486,6.174,161.98,510,3.0325,9.3277,745.82,42,1,0,1,1,510
seq_01451,3.1463,6.169,162.09,510,3.1343,13.1664,745.82,42,1,0,1,1,510
seq_01452,3.1516,6.18,161.82,510,2.6921,11.0085,745.82,42,1,0,1,1,510
seq_01453,3.1495,6.175,161.93,510,2.922,11.7821,745.82,42,1,0,1,1,510
seq_01454,3.1511,6.179,161.85,510,2.6352,9.0531,745.82,42,1,0,1,1,510
seq_01455,3.1474,6.171,162.04,510,3.1448,12.6967,745.82,42,1,0,1,1,510
seq_01456,3.1749,6.225,160.64,510,2.713,12.2959,745.82,42,1,0,1,1,510
seq_01457,3.1365,6.15,162.6,510,2.6107,11.0856,745.82,42,1,0,1,1,510
seq_01458,3.1456,6.168,162.13,510,2.6038,13.0902,745.82,42,1,0,1,1,510
seq_01459,3.1453,6.167,162.15,510,2.6616,8.0437,745.82,42,1,0,1,1,510
seq_01460,3.1508,6.178,161.87,510,2.8241,10.402,745.82,42,1,0,1,1,510
seq_01461,3.1381,6.153,162.52,510,2.9704,9.7329,745.82,42,1,0,1,1,510
seq_01462,3.1872,6.249,160.02,510,2.599,14.5612,745.82,42,1,0,1,1,510
seq_01463,3.1458,6.168,162.12,510,3.1502,13.7763,745.82,42,1,0,1,1,510
seq_01464,3.1488,6.174,161.97,510,2.2674,6.0204,745.82,42,1,0,1,1,510
seq_01465,3.1404,6.158,162.4,510,3.3445,16.344,745.82,42,1,0,1,1,510
seq_01466,3.1439,6.164,162.22,510,3.1857,10.2801,745.82,42,1,0,1,1,510
seq_01467,3.1516,6.18,161.82,510,2.764,10.7482,745.82,42,1,0,1,1,510
seq_01468,3.165,6.206,161.14,510,2.9741,9.7491,745.82,42,1,0,1,1,510
seq_01469,3.1428,6.162,162.27,510,2.3941,9.9258,745.82,42,1,0,1,1,510
seq_01470,3.1521,6.181,161.8,510,2.9966,12.255,745.82,42,1,0,1,1,510
seq_01471,3.1496,6.176,161.92,510,2.4852,9.1209,745.82,42,1,0,1,1,510
seq_01472,3.1571,6.19,161.54,510,3.3448,13.3978,745.82,42,1,0,1,1,510
seq_01473,3.14,6.157,162.1,509,3.9375,13.8268,745.82,42,1,0,1,1,510
seq_01474,3.1399,6.157,162.43,510,4.9485,13.1393,745.82,42,1,0,1,1,510
seq_01475,3.168,6.212,160.99,510,2.6584,13.0548,745.82,42,1,0,1,1,510
seq_01476,3.1541,6.184,161.7,510,2.6126,14.6882,745.82,42,1,0,1,1,510
seq_01477,3.1477,6.172,162.02,510,3.1358,9.4862,745.82,42,1,0,1,1,510
seq_01478,3.1464,6.169,161.14,507,3.8325,13.9138,745.82,42,1,0,1,1,510
seq_01479,3.1438,6.164,162.23,510,2.9896,12.1772,745.82,42,1,0,1,1,510
seq_01480,3.1544,6.185,161.68,510,2.6035,9.143,745.82,42,1,0,1,1,510
seq_01481,3.1631,6.202,161.24,510,3.4447,11.9934,745.82,42,1,0,1,1,510
seq_01482,3.143,6.163,162.27,510,2.9276,9.5424,745.82,42,1,0,1,1,510
seq_01483,3.1445,6.166,162.19,510,3.1719,10.9911,745.82,42,1,0,1,1,510
seq_01484,3.1501,6.177,161.9,510,3.4641,13.9414,745.82,42,1,0,1,1,510
seq_01485,3.1596,6.195,161.41,510,2.9877,13.3325,745.82,42,1,0,1,1,510
seq_01486,3.1453,6.167,162.15,510,2.8935,10.5615,745.82,42,1,0,1,1,510
seq_01487,3.1489,6.174,161.96,510,3.346,11.3173,745.82,42,1,0,1,1,510
seq_01488,3.1526,6.182,161.77,510,3.0586,14.551,745.82,42,1,0,1,1,510
seq_01489,3.1431,6.163,162.26,510,2.8621,9.3642,745.82,42,1,0,1,1,510
seq_01490,3.1453,6.167,162.15,510,2.8196,9.4303,745.82,42,1,0,1,1,510
seq_01491,3.194,6.263,159.68,510,3.0902,12.1738,745.82,42,1,0,1,1,510
seq_01492,3.1601,6.196,161.39,510,2.7085,9.5348,745.82,42,1,0,1,1,510
seq_01493,3.1482,6.173,161.68,509,7.7295,16.8816,745.82,42,1,0,1,1,510
seq_01494,3.1491,6.175,161.95,510,2.682,11.0171,745.82,42,1,0,1,1,510
seq_01495,3.1513,6.179,161.84,510,2.8223,9.4502,745.82,42,1,0,1,1,510
seq_01496,3.1598,6.196,161.4,510,2.7307,13.2422,745.82,42,1,0,1,1,510
seq_01497,3.1622,6.2,161.28,510,2.3133,8.233,745.82,42,1,0,1,1,510
seq_01498,3.1486,6.174,161.98,510,2.7839,14.3192,745.82,42,1,0,1,1,510
seq_01499,3.1544,6.185,161.68,510,3.057,12.1752,745.82,42,1,0,1,1,510
seq_01500,3.1567,6.19,161.56,510,2.697,11.1238,745.82,42,1,0,1,1,510
seq_01501,3.1444,6.165,162.19,510,3.1489,10.1699,745.82,42,1,0,1,1,510
seq_01502,3.1421,6.161,160.09,503,19.3375,63.7664,745.82,42,1,0,1,1,510
seq_01503,3.1468,6.17,162.07,510,2.8943,13.9031,745.82,42,1,0,1,1,510
seq_01504,3.1798,6.235,160.39,510,2.7906,11.9459,745.82,42,1,0,1,1,510
seq_01505,3.1421,6.161,162.31,510,2.9148,10.6889,745.82,42,1,0,1,1,510
seq_01506,3.1507,6.178,161.87,510,4.3551,18.2312,745.82,42,1,0,1,1,510
seq_01507,3.144,6.165,162.22,510,2.7641,8.0925,745.82,42,1,0,1,1,510
seq_01508,3.1518,6.18,161.5,509,3.3019,13.668,745.82,42,1,0,1,1,510
seq_01509,3.1414,6.16,162.35,510,3.0795,8.1228,745.82,42,1,0,1,1,510
seq_01510,3.1687,6.213,160.95,510,3.7867,13.3855,745.82,42,1,0,1,1,510
seq_01511,3.1532,6.183,161.74,510,2.7233,10.7942,745.82,42,1,0,1,1,510
seq_01512,3.1532,6.183,161.74,510,2.8582,10.9522,745.82,42,1,0,1,1,510
seq_01513,3.1481,6.173,162.0,510,2.9513,10.4361,745.82,42,1,0,1,1,510
seq_01514,3.1413,6.159,162.35,510,3.4342,10.4264,745.82,42,1,0,1,1,510
seq_01515,3.1475,6.171,162.04,510,2.9354,13.2136,745.82,42,1,0,1,1,510
seq_01516,3.1552,6.187,161.64,510,2.7046,13.0835,745.82,42,1,0,1,1,510
seq_01517,3.1459,6.168,161.48,508,9.0314,37.4127,745.82,42,1,0,1,1,510
seq_01518,3.1457,6.168,162.12,510,2.9646,11.5092,745.82,42,1,0,1,1,510
seq_01519,3.1485,6.174,161.98,510,3.2697,14.7246,745.82,42,1,0,1,1,510
seq_01520,3.1533,6.183,161.74,510,2.56,7.3425,745.82,42,1,0,1,1,510
seq_01521,3.1508,6.178,161.86,510,2.5876,9.1529,745.82,42,1,0,1,1,510
seq_01522,3.1497,6.176,161.92,510,2.6532,10.4273,745.82,42,1,0,1,1,510
seq_01523,3.1467,6.17,162.07,510,3.0163,13.2182,745.82,42,1,0,1,1,510
seq_01524,3.1501,6.177,161.9,510,6.0764,15.8706,745.82,42,1,0,1,1,510
seq_01525,3.1458,6.168,162.12,510,2.575,11.2228,745.82,42,1,0,1,1,510
seq_01526,3.1412,6.159,162.36,510,2.8831,9.4663,745.82,42,1,0,1,1,510
seq_01527,3.1486,6.174,161.98,510,2.7952,11.5808,745.82,42,1,0,1,1,510
seq_01528,3.1559,6.188,161.6,510,2.9424,10.7518,745.82,42,1,0,1,1,510
seq_01529,3.1653,6.206,161.12,510,2.6707,16.0815,745.82,42,1,0,1,1,510
seq_01530,3.1433,6.163,162.25,510,2.8875,12.5818,745.82,42,1,0,1,1,510
seq_01531,3.1528,6.182,161.76,510,2.4147,6.0136,745.82,42,1,0,1,1,510
seq_01532,3.1491,6.175,161.0,507,13.8115,34.2176,745.82,42,1,0,1,1,510
seq_01533,3.1418,6.16,162.33,510,3.1034,9.54,745.82,42,1,0,1,1,510
seq_01534,3.1483,6.173,161.99,510,2.4569,10.1026,745.82,42,1,0,1,1,510
seq_01535,3.1494,6.175,161.93,510,2.6826,15.2976,745.82,42,1,0,1,1,510
seq_01536,3.152,6.18,161.8,510,2.8053,12.6217,745.82,42,1,0,1,1,510
seq_01537,3.1466,6.17,162.08,510,4.7601,14.8015,745.82,42,1,0,1,1,510
seq_01538,3.1483,6.173,161.99,510,3.7919,17.8471,745.82,42,1,0,1,1,510
seq_01539,3.1646,6.205,161.16,510,2.6454,7.7889,745.82,42,1,0,1,1,510
seq_01540,3.1524,6.181,161.78,510,2.7327,11.0132,745.82,42,1,0,1,1,510
seq_01541,3.1482,6.173,162.0,510,2.6197,10.0348,745.82,42,1,0,1,1,510
seq_01542,3.1435,6.164,162.24,510,2.6951,11.4575,745.82,42,1,0,1,1,510
seq_01543,3.1453,6.167,162.15,510,2.7164,7.633,745.82,42,1,0,1,1,510
seq_01544,3.1489,6.174,161.96,510,2.7433,11.3378,745.82,42,1,0,1,1,510
seq_01545,3.1525,6.181,161.78,510,2.2992,5.8322,745.82,42,1,0,1,1,510
seq_01546,3.1467,6.17,162.07,510,2.7708,9.7351,745.82,42,1,0,1,1,510
seq_01547,3.1513,6.179,161.84,510,2.8296,8.915,745.82,42,1,0,1,1,510
seq_01548,3.1509,6.178,161.86,510,3.0087,14.2514,745.82,42,1,0,1,1,510
seq_01549,3.142,6.161,162.32,510,2.3864,9.8129,745.82,42,1,0,1,1,510
seq_01550,3.1442,6.165,162.2,510,3.2641,12.9745,745.82,42,1,0,1,1,510
seq_01551,3.1388,6.154,162.48,510,3.3368,11.5003,745.82,42,1,0,1,1,510
seq_01552,3.1615,6.199,161.32,510,3.0628,12.433,745.82,42,1,0,1,1,510
seq_01553,3.1387,6.154,162.49,510,3.1468,15.4106,745.82,42,1,0,1,1,510
seq_01554,3.1471,6.171,161.42,508,6.6422,20.0727,745.82,42,1,0,1,1,510
seq_01555,3.1481,6.173,162.0,510,2.631,9.2832,745.82,42,1,0,1,1,510
seq_01556,3.1534,6.183,161.73,510,2.6443,10.5192,745.82,42,1,0,1,1,510
seq_01557,3.1399,6.157,162.42,510,3.1715,10.2048,745.82,42,1,0,1,1,510
seq_01558,3.1696,6.215,160.9,510,4.8472,14.1522,745.82,42,1,0,1,1,510
seq_01559,3.1528,6.182,161.76,510,2.5299,7.1333,745.82,42,1,0,1,1,510
seq_01560,3.1559,6.188,161.6,510,2.7935,8.9957,745.82,42,1,0,1,1,510
seq_01561,3.1471,6.171,161.74,509,7.4318,23.0559,745.82,42,1,0,1,1,510
seq_01562,3.1408,6.158,162.38,510,3.5928,14.0294,745.82,42,1,0,1,1,510
seq_01563,3.1493,6.175,161.94,510,2.7486,11.2099,745.82,42,1,0,1,1,510
seq_01564,3.1579,6.192,161.5,510,2.8253,9.0811,745.82,42,1,0,1,1,510
seq_01565,3.1538,6.184,161.71,510,2.7543,9.7201,745.82,42,1,0,1,1,510
seq_01566,3.1515,6.179,161.83,510,3.0289,12.327,745.82,42,1,0,1,1,510
seq_01567,3.1517,6.18,161.82,510,2.9417,11.4932,745.82,42,1,0,1,1,510
seq_01568,3.151,6.178,161.85,510,2.991,9.624,745.82,42,1,0,1,1,510
seq_01569,0.0184,4.605,217.15,4,18.2777,17.7874,598.69,42,1,0,1,1,510
seq_01570,3.1381,6.153,162.52,510,4.3218,12.9493,745.82,42,1,0,1,1,510
seq_01571,3.1469,6.17,162.06,510,2.7826,9.8625,745.82,42,1,0,1,1,510
seq_01572,3.1732,6.222,160.72,510,2.8309,11.5018,745.82,42,1,0,1,1,510
seq_01573,3.1427,6.162,162.28,510,2.6799,10.5719,745.82,42,1,0,1,1,510
seq_01574,3.1486,6.174,161.98,510,2.9759,13.3005,745.82,42,1,0,1,1,510
seq_01575,3.1488,6.174,161.96,510,3.152,10.6146,745.82,42,1,0,1,1,510
seq_01576,3.1503,6.177,161.89,510,2.1912,6.4847,745.82,42,1,0,1,1,510
seq_01577,3.1434,6.164,162.24,510,2.9603,8.5461,745.82,42,1,0,1,1,510
seq_01578,3.1433,6.163,161.93,509,5.6616,22.3977,745.82,42,1,0,1,1,510
seq_01579,3.1549,6.186,161.65,510,3.0542,11.4175,745.82,42,1,0,1,1,510
seq_01580,3.1576,6.191,161.52,510,2.3502,10.7253,745.82,42,1,0,1,1,510
seq_01581,3.1501,6.177,161.9,510,2.9193,11.3593,745.82,42,1,0,1,1,510
seq_01582,3.1601,6.196,161.39,510,2.6771,10.7277,745.82,42,1,0,1,1,510
seq_01583,3.1457,6.168,162.13,510,2.821,8.9404,745.82,42,1,0,1,1,510
seq_01584,3.1525,6.181,161.78,510,2.6897,10.9474,745.82,42,1,0,1,1,510
seq_01585,3.145,6.167,162.16,510,2.6552,14.1322,745.82,42,1,0,1,1,510
seq_01586,3.1493,6.175,161.94,510,2.6837,9.402,745.82,42,1,0,1,1,510
seq_01587,3.1516,6.18,161.82,510,2.6588,9.8467,745.82,42,1,0,1,1,510
seq_01588,3.1627,6.201,161.25,510,3.1946,12.5647,745.82,42,1,0,1,1,510
seq_01589,3.1473,6.171,162.04,510,2.5882,12.5875,745.82,42,1,0,1,1,510
seq_01590,3.1516,6.18,161.82,510,2.752,9.5732,745.82,42,1,0,1,1,510
seq_01591,3.1712,6.218,160.82,510,2.8507,7.8494,745.82,42,1,0,1,1,510
seq_01592,3.1483,6.173,161.99,510,4.4679,13.6656,745.82,42,1,0,1,1,510
seq_01593,3.1453,6.167,162.15,510,2.9162,10.2437,745.82,42,1,0,1,1,510
seq_01594,3.1518,6.18,161.81,510,2.62,6.4568,745.82,42,1,0,1,1,510
seq_01595,3.1467,6.17,162.08,510,2.9326,10.098,745.82,42,1,0,1,1,510
seq_01596,3.1576,6.191,161.52,510,2.7052,7.7789,745.82,42,1,0,1,1,510
seq_01597,3.1418,6.16,162.33,510,3.2901,13.9066,745.82,42,1,0,1,1,510
seq_01598,3.1444,6.165,159.33,501,25.2483,54.6985,745.82,42,1,0,1,1,510
seq_01599,3.1489,6.174,161.96,510,2.7639,9.536,745.82,42,1,0,1,1,510
seq_01600,3.1504,6.177,161.88,510,2.7692,7.8529,745.82,42,1,0,1,1,510
seq_01601,3.1555,6.187,161.62,510,2.899,9.7562,745.82,42,1,0,1,1,510
seq_01602,3.1502,6.177,161.89,510,2.4523,8.9871,745.82,42,1,0,1,1,510
seq_01603,3.1525,6.181,161.46,509,7.0596,30.6789,745.82,42,1,0,1,1,510
seq_01604,3.1496,6.176,161.93,510,2.7995,12.2886,745.82,42,1,0,1,1,510
seq_01605,3.1449,6.167,162.17,510,2.9341,7.8408,745.82,42,1,0,1,1,510
seq_01606,3.1471,6.171,162.05,510,3.066,9.3215,745.82,42,1,0,1,1,510
seq_01607,3.1694,6.214,160.91,510,2.6798,8.6931,745.82,42,1,0,1,1,510
seq_01608,3.1503,6.177,161.57,509,4.9507,19.2473,745.82,42,1,0,1,1,510
seq_01609,3.1465,6.17,162.08,510,3.8269,11.5606,745.82,42,1,0,1,1,510
seq_01610,3.144,6.165,162.21,510,2.8702,11.3696,745.82,42,1,0,1,1,510
seq_01611,3.1478,6.172,161.7,509,8.3914,29.8824,745.82,42,1,0,1,1,510
seq_01612,3.1546,6.186,161.67,510,2.3586,7.0067,745.82,42,1,0,1,1,510
seq_01613,3.1476,6.172,162.03,510,2.8781,12.266,745.82,42,1,0,1,1,510
seq_01614,3.1417,6.16,162.33,510,2.4103,10.931,745.82,42,1,0,1,1,510
seq_01615,3.1441,6.165,162.21,510,2.404,9.8245,745.82,42,1,0,1,1,510
seq_01616,3.1503,6.177,161.57,509,7.2804,30.7983,745.82,42,1,0,1,1,510
seq_01617,3.1918,6.258,159.79,510,2.8035,10.7335,745.82,42,1,0,1,1,510
seq_01618,3.1458,6.168,162.12,510,3.4348,14.5096,745.82,42,1,0,1,1,510
seq_01619,3.1486,6.174,161.98,510,2.7842,9.1068,745.82,42,1,0,1,1,510
seq_01620,3.1726,6.221,160.75,510,3.3253,14.9363,745.82,42,1,0,1,1,510
seq_01621,3.1467,6.17,162.07,510,3.1542,13.4855,745.82,42,1,0,1,1,510
seq_01622,3.1455,6.168,162.14,510,3.1489,11.7495,745.82,42,1,0,1,1,510
seq_01623,3.1543,6.185,161.68,510,2.8644,13.19,745.82,42,1,0,1,1,510
seq_01624,3.15,6.176,161.9,510,3.344,10.9474,745.82,42,1,0,1,1,510
seq_01625,3.1433,6.163,162.25,510,2.5802,8.7055,745.82,42,1,0,1,1,510
seq_01626,3.1463,6.169,162.1,510,6.0907,12.8515,745.82,42,1,0,1,1,510
seq_01627,3.155,6.186,161.65,510,4.7544,14.9916,745.82,42,1,0,1,1,510
seq_01628,3.1571,6.19,161.54,510,2.6078,9.0036,745.82,42,1,0,1,1,510
seq_01629,3.1497,6.176,161.92,510,3.0223,15.2009,745.82,42,1,0,1,1,510
seq_01630,3.173,6.222,160.73,510,2.7932,10.722,745.82,42,1,0,1,1,510
seq_01631,3.1518,6.18,161.81,510,2.8381,10.9636,745.82,42,1,0,1,1,510
seq_01632,3.1605,6.197,161.37,510,2.516,13.1235,745.82,42,1,0,1,1,510
seq_01633,3.1484,6.173,161.99,510,3.7474,15.6312,745.82,42,1,0,1,1,510
seq_01634,3.1484,6.173,161.99,510,3.0029,11.6272,745.82,42,1,0,1,1,510
seq_01635,3.1556,6.187,161.3,509,7.0093,16.9891,745.82,42,1,0,1,1,510
seq_01636,3.176,6.227,160.58,510,2.648,8.727,745.82,42,1,0,1,1,510
seq_01637,3.1429,6.162,162.27,510,2.7608,16.0795,745.82,42,1,0,1,1,510
seq_01638,3.1495,6.175,161.93,510,2.4969,9.1211,745.82,42,1,0,1,1,510
seq_01639,3.1471,6.171,162.05,510,2.809,11.5316,745.82,42,1,0,1,1,510
seq_01640,3.159,6.194,161.45,510,2.6457,8.4636,745.82,42,1,0,1,1,510
seq_01641,3.148,6.173,162.01,510,3.0809,10.0942,745.82,42,1,0,1,1,510
seq_01642,3.1686,6.213,160.96,510,2.8741,12.4602,745.82,42,1,0,1,1,510
seq_01643,3.1535,6.183,161.73,510,2.5866,8.7415,745.82,42,1,0,1,1,510
seq_01644,3.153,6.182,161.75,510,3.0858,12.2216,745.82,42,1,0,1,1,510
seq_01645,3.1377,6.152,162.54,510,2.8338,11.382,745.82,42,1,0,1,1,510
seq_01646,3.1498,6.176,161.92,510,2.7365,10.8769,745.82,42,1,0,1,1,510
seq_01647,3.1519,6.18,161.81,510,2.7555,10.3371,745.82,42,1,0,1,1,510
seq_01648,3.1609,6.198,161.35,510,2.868,11.2548,745.82,42,1,0,1,1,510
seq_01649,3.145,6.167,162.16,510,3.0612,9.9652,745.82,42,1,0,1,1,510
