value,self_ppl_mean,self_ppl_sd,posthoc_ppl_mean,posthoc_ppl_sd
10,17.925120467962078,0.4339405902843048,1.6319741592407226,0.028890325355510275
20,17.63808522397626,0.40852690700846145,1.5973737404346466,0.03049401952955972
40,17.29353640088604,0.40952991454113247,1.5720793642997741,0.029410906432600043
80,16.870796673796796,0.45234153104598923,1.5561518337726592,0.029665106480932235
