seq_id,gen_time,avg_latency,self_ppl,posthoc_ppl,memory_mb,steps,mask_ratio
0,0.6013953685760498,0.00698259174823761,16.643132754293813,1.5626965761184692,51.384765625,80,0.15
1,0.6023366451263428,0.006993693113327026,17.227006578585506,1.5973173379898071,51.384765625,80,0.15
2,0.6017286777496338,0.00698501467704773,16.580714298374843,1.5763086080551147,51.384765625,80,0.15
3,0.6001124382019043,0.0069667667150497435,17.088552362625638,1.5343838930130005,51.384765625,80,0.15
4,0.6014366149902344,0.006980085372924804,17.07885838954386,1.5242575407028198,51.384765625,80,0.15
5,0.6014623641967773,0.006984701752662659,15.757753534119841,1.5421421527862549,51.384765625,80,0.15
6,0.6029365062713623,0.00699484646320343,16.813026160772644,1.5612937211990356,51.384765625,80,0.15
7,0.6009914875030518,0.0069771260023117065,16.774174831731386,1.50164794921875,51.384765625,80,0.15
8,0.6006069183349609,0.00697309672832489,15.407011553013369,1.5999928712844849,51.384765625,80,0.15
9,0.6002016067504883,0.006968921422958374,17.053126319861036,1.5535672903060913,51.384765625,80,0.15
10,0.6008903980255127,0.006970667839050293,17.197411942470843,1.552952527999878,51.384765625,80,0.15
11,0.6010823249816895,0.006976658105850219,16.855814357386432,1.5782861709594727,51.384765625,80,0.15
12,0.6014034748077393,0.006982332468032837,17.434906080205316,1.5516266822814941,51.384765625,80,0.15
13,0.6001691818237305,0.006967416405677796,16.739212535748873,1.5299365520477295,51.384765625,80,0.15
14,0.6003377437591553,0.0069701910018920895,16.249769168752906,1.5734633207321167,51.384765625,80,0.15
15,0.6004757881164551,0.006969055533409119,16.81961728216771,1.5338149070739746,51.384765625,80,0.15
16,0.6001765727996826,0.006967565417289734,16.6749967587999,1.5644863843917847,51.384765625,80,0.15
17,0.6008775234222412,0.006976938247680664,16.46893453208897,1.5332798957824707,51.384765625,80,0.15
18,0.6021702289581299,0.006992107629776001,17.204743582687804,1.6323133707046509,51.384765625,80,0.15
19,0.6019785404205322,0.006988760828971863,16.622833303298187,1.5411454439163208,51.384765625,80,0.15
20,0.6017522811889648,0.006987282633781433,16.939577132374136,1.534202218055725,51.384765625,80,0.15
21,0.6023166179656982,0.006994584202766418,17.211073316563496,1.5760915279388428,51.384765625,80,0.15
22,0.6029305458068848,0.007003423571586609,17.082956785273474,1.5491657257080078,51.384765625,80,0.15
23,0.6250925064086914,0.007258895039558411,16.075795484665445,1.5870745182037354,51.384765625,80,0.15
24,0.6032330989837646,0.007006317377090454,16.035683702332488,1.6003869771957397,51.384765625,80,0.15
25,0.6027994155883789,0.007002228498458862,16.750308210812342,1.535352349281311,51.384765625,80,0.15
26,0.6030912399291992,0.00700528621673584,16.48922529510065,1.5649847984313965,51.384765625,80,0.15
27,0.6025424003601074,0.0069941520690917965,17.382943319727893,1.5471769571304321,51.384765625,80,0.15
28,0.6027703285217285,0.0069995254278182985,17.409608581078608,1.6130726337432861,51.384765625,80,0.15
29,0.602459192276001,0.00699455440044403,16.860531206949148,1.5674885511398315,51.384765625,80,0.15
30,0.6024789810180664,0.006996911764144897,17.204639025022566,1.5402121543884277,51.384765625,80,0.15
31,0.6017947196960449,0.006988844275474549,16.87227943234679,1.559903621673584,51.384765625,80,0.15
32,0.6022915840148926,0.0069942474365234375,16.848432117473244,1.5191545486450195,51.384765625,80,0.15
33,0.6020855903625488,0.006990909576416016,16.921266875641788,1.5893267393112183,51.384765625,80,0.15
34,0.6024677753448486,0.006995400786399842,17.212463044159605,1.6095378398895264,51.384765625,80,0.15
35,0.6014792919158936,0.00698297917842865,16.05844828966723,1.4814859628677368,51.384765625,80,0.15
36,0.6032624244689941,0.0070062816143035885,17.428026547920997,1.5661165714263916,51.384765625,80,0.15
37,0.6010947227478027,0.006979358196258545,17.221564216577274,1.5557618141174316,51.384765625,80,0.15
38,0.603297233581543,0.007005602121353149,16.886349217728977,1.5463355779647827,51.384765625,80,0.15
39,0.6027586460113525,0.006999391317367554,17.004639251973547,1.5271726846694946,51.384765625,80,0.15
40,0.6228926181793213,0.007230931520462036,16.771424372734273,1.5573551654815674,51.384765625,80,0.15
41,0.603154182434082,0.007004687190055847,17.096682637792345,1.5486809015274048,51.384765625,80,0.15
42,0.602081298828125,0.0069920927286148075,17.021684134882822,1.5197381973266602,51.384765625,80,0.15
43,0.6042027473449707,0.007015010714530945,16.769632630442857,1.569571852684021,51.384765625,80,0.15
44,0.6032254695892334,0.0070034414529800415,15.67797635750201,1.5384209156036377,51.384765625,80,0.15
45,0.6019535064697266,0.006988954544067383,16.852496645680834,1.5656872987747192,51.384765625,80,0.15
46,0.600172758102417,0.006967005133628845,16.770811237998856,1.5335068702697754,51.384765625,80,0.15
47,0.6008071899414062,0.006974679231643677,17.055696811328612,1.5398411750793457,51.384765625,80,0.15
48,0.6018562316894531,0.006987082958221436,16.858977544363224,1.5431160926818848,51.384765625,80,0.15
49,0.6028623580932617,0.0069998204708099365,16.869952363747938,1.5509743690490723,51.384765625,80,0.15
