seq_id,gen_time,avg_latency,self_ppl,posthoc_ppl,memory_mb,steps,mask_ratio
0,0.3235929012298584,0.007712161540985108,4.675479855480233,2520492800.0,456.6083984375,40,0.1
1,0.3224961757659912,0.00768476128578186,4.505146505526618,3799183616.0,456.6083984375,40,0.1
2,0.32108449935913086,0.007648789882659912,4.831326936864374,1199204608.0,456.6083984375,40,0.1
3,0.32097291946411133,0.007647877931594849,4.852517297673163,1668335360.0,456.6083984375,40,0.1
4,0.32094860076904297,0.007648438215255737,4.809905943028193,3216039680.0,456.6083984375,40,0.1
5,0.3199577331542969,0.007625305652618408,5.195744981692082,2684862976.0,456.6083984375,40,0.1
6,0.31983017921447754,0.0076203465461730955,4.60476533086781,4250511872.0,456.6083984375,40,0.1
7,0.321028470993042,0.007647323608398438,4.779079929565152,2717102080.0,456.6083984375,40,0.1
8,0.31910157203674316,0.007603931427001953,5.061242449850012,2860039424.0,456.6083984375,40,0.1
9,0.31909775733947754,0.007602280378341675,4.982868778957127,2648637952.0,456.6083984375,40,0.1
10,0.31897544860839844,0.0076000034809112545,4.663912094255614,3495795456.0,456.6083984375,40,0.1
11,0.31908321380615234,0.007602912187576294,4.562611083879066,2201929728.0,456.6083984375,40,0.1
12,0.31865787506103516,0.007592636346817017,4.6481244662564665,1695545344.0,456.6083984375,40,0.1
13,0.3189961910247803,0.007598024606704712,4.786058802108162,1888842496.0,456.6083984375,40,0.1
14,0.31917309761047363,0.007605457305908203,4.85564371928879,2459627520.0,456.6083984375,40,0.1
15,0.31955504417419434,0.007609456777572632,4.757689756937959,1477499392.0,456.6083984375,40,0.1
16,0.319591760635376,0.007613444328308105,4.4804188539515195,3452532224.0,456.6083984375,40,0.1
17,0.31896471977233887,0.007599645853042602,4.73205380985041,2441669120.0,456.6083984375,40,0.1
18,0.31878209114074707,0.007594907283782959,4.850915924451294,1647540608.0,456.6083984375,40,0.1
19,0.3195679187774658,0.007614976167678833,4.825270544659415,1827554176.0,456.6083984375,40,0.1
20,0.3192739486694336,0.0076072394847869875,4.50180136367436,1518231424.0,456.6083984375,40,0.1
21,0.31950926780700684,0.00761224627494812,4.610916207584117,1575759616.0,456.6083984375,40,0.1
22,0.31842684745788574,0.007587254047393799,4.860101726574233,2421411328.0,456.6083984375,40,0.1
23,0.3188798427581787,0.007597005367279053,4.664536333497844,828021504.0,456.6083984375,40,0.1
24,0.3191196918487549,0.007604122161865234,4.732849640474216,3459281920.0,456.6083984375,40,0.1
25,0.3195796012878418,0.007608753442764282,4.746664579917853,1765618944.0,456.6083984375,40,0.1
26,0.3192627429962158,0.00760461688041687,4.715938889347444,2298868992.0,456.6083984375,40,0.1
27,0.31957435607910156,0.007613533735275268,4.603442371054759,2340171520.0,456.6083984375,40,0.1
28,0.31917428970336914,0.0076038122177124025,5.047328316107092,2904031488.0,456.6083984375,40,0.1
29,0.3191032409667969,0.007603293657302857,4.375413884881858,1898841088.0,456.6083984375,40,0.1
30,0.32932019233703613,0.007836014032363892,4.553990087522626,1044316288.0,456.6083984375,40,0.1
31,0.31960630416870117,0.007615619897842407,4.834605272872376,2959744256.0,456.6083984375,40,0.1
32,0.3181297779083252,0.007578927278518677,4.56742297830568,3225241856.0,456.6083984375,40,0.1
33,0.3185153007507324,0.007590049505233764,4.352040833660318,1607694080.0,456.6083984375,40,0.1
34,0.3181734085083008,0.0075814127922058105,4.726939134740773,2870324480.0,456.6083984375,40,0.1
35,0.31858205795288086,0.007591420412063598,4.657364108232558,3117330432.0,456.6083984375,40,0.1
36,0.31929969787597656,0.00760686993598938,4.7032003493360115,2928354816.0,456.6083984375,40,0.1
37,0.31873655319213867,0.007594048976898193,4.830041295482871,2235658240.0,456.6083984375,40,0.1
38,0.3198723793029785,0.007619422674179077,4.963363002266882,1342530816.0,456.6083984375,40,0.1
39,0.31879758834838867,0.00759505033493042,4.559838003081847,2087060608.0,456.6083984375,40,0.1
40,0.3186776638031006,0.007592004537582397,4.34202249712308,1589770240.0,456.6083984375,40,0.1
41,0.3187589645385742,0.007595098018646241,4.558662950576851,2797967360.0,456.6083984375,40,0.1
42,0.318711519241333,0.007593715190887451,4.815105831094675,3675411712.0,456.6083984375,40,0.1
43,0.31844282150268555,0.00758516788482666,4.616803619463126,1685716736.0,456.6083984375,40,0.1
44,0.31893396377563477,0.007597774267196655,4.633744816233386,1338419456.0,456.6083984375,40,0.1
45,0.3187086582183838,0.007592648267745972,5.067416280551913,2069097600.0,456.6083984375,40,0.1
46,0.3184647560119629,0.0075842559337615965,4.729754821717616,2650057984.0,456.6083984375,40,0.1
47,0.31919431686401367,0.007601493597030639,4.4623506713456385,1608114176.0,456.6083984375,40,0.1
48,0.3183162212371826,0.007583290338516235,4.911364295087416,2488658688.0,456.6083984375,40,0.1
49,0.3180701732635498,0.0075775086879730225,4.689839549496829,1632117888.0,456.6083984375,40,0.1
50,0.3187689781188965,0.007593584060668945,4.448571322616088,2541056000.0,456.6083984375,40,0.1
51,0.3186213970184326,0.007590436935424804,4.601802185992974,2350760704.0,456.6083984375,40,0.1
52,0.318195104598999,0.007581061124801636,4.466434916419207,2586710016.0,456.6083984375,40,0.1
53,0.3187699317932129,0.007594609260559082,4.924788460660329,1610364032.0,456.6083984375,40,0.1
54,0.3181798458099365,0.007581347227096557,4.58626246867296,2640496896.0,456.6083984375,40,0.1
55,0.31888914108276367,0.007596421241760254,4.394691290086761,1896452224.0,456.6083984375,40,0.1
56,0.3184070587158203,0.007585769891738892,4.837426465765508,2551970048.0,456.6083984375,40,0.1
57,0.31857967376708984,0.0075914919376373294,4.733493721134535,1142280704.0,456.6083984375,40,0.1
58,0.31850171089172363,0.007587850093841553,4.823805629934434,1696308864.0,456.6083984375,40,0.1
59,0.3188600540161133,0.007595551013946533,4.493425492702102,2943760640.0,456.6083984375,40,0.1
60,0.31858062744140625,0.007590252161026001,4.485964477055509,1316651776.0,456.6083984375,40,0.1
61,0.3188438415527344,0.007594096660614014,4.2357136577976515,2068336128.0,456.6083984375,40,0.1
62,0.3205289840698242,0.007634055614471435,4.311069329237106,2082686464.0,456.6083984375,40,0.1
63,0.3193485736846924,0.007609713077545166,4.577084303406094,2080296448.0,456.6083984375,40,0.1
64,0.31904029846191406,0.007601499557495117,4.572001707298698,3313959680.0,456.6083984375,40,0.1
65,0.31847262382507324,0.007586711645126342,4.7617900643639945,2776468992.0,456.6083984375,40,0.1
66,0.3182258605957031,0.007582461833953858,4.825439364191312,1804065792.0,456.6083984375,40,0.1
67,0.3187887668609619,0.007595974206924439,4.6011793661042075,1057519616.0,456.6083984375,40,0.1
68,0.3188459873199463,0.0075977623462677,4.557560520115668,3866350080.0,456.6083984375,40,0.1
69,0.3197925090789795,0.007615530490875244,4.698653633951628,948068288.0,456.6083984375,40,0.1
70,0.31839919090270996,0.007586246728897095,4.640440175687378,2518244096.0,456.6083984375,40,0.1
71,0.31902360916137695,0.0076020538806915285,4.598751144459627,1628650496.0,456.6083984375,40,0.1
72,0.3188478946685791,0.007597601413726807,4.445614488510238,1411354496.0,456.6083984375,40,0.1
73,0.31899571418762207,0.0075998961925506595,4.646649773360541,1684868096.0,456.6083984375,40,0.1
74,0.31881260871887207,0.007593631744384766,4.7881928777017295,3090517760.0,456.6083984375,40,0.1
75,0.3192572593688965,0.007605642080307007,4.646731513459442,2516429056.0,456.6083984375,40,0.1
76,0.3187751770019531,0.00759546160697937,4.807653395388172,2894293760.0,456.6083984375,40,0.1
77,0.3193325996398926,0.0076054811477661135,4.783564180920304,3262189568.0,456.6083984375,40,0.1
78,0.3185539245605469,0.00759047269821167,4.513699833535989,2425312512.0,456.6083984375,40,0.1
79,0.31922292709350586,0.007604092359542847,4.7774240319102645,1952998144.0,456.6083984375,40,0.1
80,0.3183715343475342,0.007586634159088135,4.375716789162824,1223409664.0,456.6083984375,40,0.1
81,0.3197963237762451,0.007620853185653686,4.592361754277819,1032913856.0,456.6083984375,40,0.1
82,0.31888818740844727,0.007595831155776977,4.690211581864633,1827993344.0,456.6083984375,40,0.1
83,0.3185265064239502,0.007589203119277954,4.445657567317342,2770591744.0,456.6083984375,40,0.1
84,0.3189382553100586,0.007600271701812744,4.657379206305526,2432975872.0,456.6083984375,40,0.1
85,0.31865501403808594,0.007590669393539429,4.72248696525147,1621175168.0,456.6083984375,40,0.1
86,0.3181488513946533,0.007580268383026123,4.766327329459458,1562522240.0,456.6083984375,40,0.1
